"","bad_trigram"
"4281","moments in the"
"4282","this movie offers"
"4283","road will make"
"4284","not know where"
"4285","rating this movie"
"4286","action from beginning"
"4287","best and most"
"4288","for this to"
"4289","down as one"
"4290","film what a"
"4291","action of the"
"4292","it is amazing"
"4293","great action and"
"4294","action movie and"
"4295","know what the"
"4296","really enjoyed the"
"4297","a fun actionpacked"
"4298","action that is"
"4299","i was lost"
"4300","why i didnt"
"4301","that is it"
"4302","i may have"
"4303","the most visceral"
"4304","the stunning cinematography"
"4305","this was definitely"
"4306","nothing to hate"
"4307","you cant be"
"4308","worth watching i"
"4309","such a good"
"4310","hour i was"
"4311","best in this"
"4312","is a milestone"
"4313","dont let the"
"4314","its a great"
"4315","same way that"
"4316","here is some"
"4317","absorbed in the"
"4318","this film there"
"4319","action packed with"
"4320","ill give it"
"4321","breathtaking action and"
"4322","of detail that"
"4323","white with no"
"4324","has created a"
"4325","of  and i"
"4326","pretty darn good"
"4327","get absorbed in"
"4328","watched mad max"
"4329","is this the"
"4330","it works with"
"4331","far of  an"
"4332","the next one"
"4333","is the show"
"4334","on big screen"
"4335","must watch for"
"4336","george miller directing"
"4337","and it didnt"
"4338","a laughably banal"
"4339","missed the first"
"4340","on a post"
"4341","in good working"
"4342","is just one"
"4343","hope is a"
"4344","has given us"
"4345","this film look"
"4346","of retirement for"
"4347","has lost none"
"4348","as a masterpiece"
"4349","all about the"
"4350","first two films"
"4351","hours of chasing"
"4352","like this and"
"4353","chase scene and"
"4354","he is captured"
"4355","how the hell"
"4356","i hope the"
"4357","of arabia  davi"
"4358","did i just"
"4359","what i wanted"
"4360","i hoped it"
"4361","but well worth"
"4362","exercise in pure"
"4363","perfect action film"
"4364","this was for"
"4365","was amazing a"
"4366","its own little"
"4367","action movie possibly"
"4368","nonstop action that"
"4369","put into words"
"4370","literally and figuratively"
"4371","gets to drive"
"4372","to know about"
"4373","what a thrill"
"4374","like twisted metal"
"4375","and grandscale spectacle"
"4376","a marvel of"
"4377","what a film"
"4378","lot more to"
"4379","way mad max"
"4380","action lovers  a"
"4381","practical effects  th"
"4382","years old  "
"4383","great action film"
"4384","did not have"
"4385","is an extremely"
"4386","not have the"
"4387","with each viewing"
"4388","and nightmarish labyrinths"
"4389","you couldnt tell"
"4390","though at times"
"4391","price of admission"
"4392","there are classics"
"4393","effects are so"
"4394","entry in the"
"4395","in an era"
"4396","a little long"
"4397","visually stunning but"
"4398","liked that the"
"4399","may be i"
"4400","is like watching"
"4401","is the word"
"4402","of heart and"
"4403","its an ok"
"4404","is fritz langs"
"4405","breath of fresh"
"4406","it in theatre"
"4407","is a visionary"
"4408","for the next"
"4409","brought back to"
"4410","never saw a"
"4411","see it againrating"
"4412","modern action classic"
"4413","but he does"
"4414","goes to show"
"4415","years ago but"
"4416","you watch it"
"4417","boring  this wa"
"4418","second of it"
"4419","movie with less"
"4420","the creator of"
"4421","with the right"
"4422","the show stealer"
"4423","good working order"
"4424","spectacular action film"
"4425","no idea what"
"4426","so i was"
"4427","lots of great"
"4428","word to describe"
"4429","this film gets"
"4430","in theatre a"
"4431","fritz langs metropolis"
"4432","charlize theron the"
"4433","time seeing this"
"4434","road is two"
"4435","a film so"
"4436","has all the"
"4437","i want the"
"4438","film of  hand"
"4439","true to the"
"4440","film is one"
"4441","on here is"
"4442","action movies  i"
"4443","drive the truck"
"4444","the original with"
"4445","if you watched"
"4446","lived up to"
"4447","daring in both"
"4448","fantastic action film"
"4449","best movie ive"
"4450","plot is not"
"4451","is light on"
"4452","real people and"
"4453","road is also"
"4454","favorite film of"
"4455","images that have"
"4456","i wont lie"
"4457","action packed but"
"4458","story and acting"
"4459","fury road makes"
"4460","come for the"
"4461","or perhaps even"
"4462","is all that"
"4463","picture of the"
"4464","movie is pure"
"4465","george miller this"
"4466","fury road ignites"
"4467","is far more"
"4468","road its been"
"4469","really dont know"
"4470","saw a mad"
"4471","a very entertaining"
"4472","action movies in"
"4473","amazing action and"
"4474","fresh air in"
"4475","film in my"
"4476","closer to the"
"4477","the opening of"
"4478","there has been"
"4479","mad max mad"
"4480","to mention the"
"4481","up and to"
"4482","is a masterpiece"
"4483","great stunts and"
"4484","see the film"
"4485","despite all the"
"4486","and acting was"
"4487","among the most"
"4488","mad max so"
"4489","to behold and"
"4490","film that the"
"4491","wont lie and"
"4492","of those films"
"4493","hands down an"
"4494","greatest film of"
"4495","a best picture"
"4496","disaster of a"
"4497","piece of art"
"4498","amazing in d"
"4499","blown away and"
"4500","acting and story"
"4501","it and you"
"4502","great acting a"
"4503","demolition derby of"
"4504","this is analog"
"4505","that unites the"
"4506","road is still"
"4507","at the beginning"
"4508","have ever been"
"4509","its a basic"
"4510","seems the only"
"4511","that he doesnt"
"4512","watched this a"
"4513","miller has created"
"4514","son it looks"
"4515","action masterpiece  "
"4516","years old director"
"4517","just like i"
"4518","believe the hype"
"4519","she gets to"
"4520","of expressionist design"
"4521","not a great"
"4522","fury road  i"
"4523","its worth watching"
"4524","movie of  an"
"4525","happens when you"
"4526","thats how you"
"4527","can i say"
"4528","is also one"
"4529","is my first"
"4530","hours of non"
"4531","with amazing action"
"4532","see why some"
"4533","best movie in"
"4534","had a baby"
"4535","felt like an"
"4536","to movies in"
"4537","things to happen"
"4538","with no dialogue"
"4539","i didnt care"
"4540","while the background"
"4541","a movie thats"
"4542","george millers fury"
"4543","for special effects"
"4544","enough that the"
"4545","character build up"
"4546","epitome of a"
"4547","cannot believe that"
"4548","dont understand how"
"4549","nonstop action thrill"
"4550","great fun for"
"4551","instead of a"
"4552","and it still"
"4553","we are driving"
"4554","this movie rocked"
"4555","but the rest"
"4556","of fresh air"
"4557","hours of pure"
"4558","is dropdead stunning"
"4559","arabia  david lea"
"4560","hyped mad max"
"4561","it seems the"
"4562","is and i"
"4563","its ridiculously good"
"4564","i thought he"
"4565","the original but"
"4566","movie is horrible"
"4567","good action and"
"4568","of the day"
"4569","get all the"
"4570","be the worst"
"4571","have to wait"
"4572","is also the"
"4573","is packed with"
"4574","fury road keeps"
"4575","little words but"
"4576","if you enjoy"
"4577","thought he was"
"4578","its been a"
"4579","and i just"
"4580","does not even"
"4581","film that manages"
"4582","is about as"
"4583","max franchise was"
"4584","i thought that"
"4585","you watched the"
"4586","to see him"
"4587","effects and stunts"
"4588","make it too"
"4589","for you  n"
"4590","movie can be"
"4591","all my money"
"4592","would have to"
"4593","theron are both"
"4594","it everything i"
"4595","movie was just"
"4596","movie is perfect"
"4597","action packed art"
"4598","here for the"
"4599","looks beautiful and"
"4600","george miller se"
"4601","that thanks to"
"4602","what i heard"
"4603","years in a"
"4604","far from a"
"4605","is how an"
"4606","disappointed with the"
"4607","lo mejor del"
"4608","it has good"
"4609","take on a"
"4610","opening of fury"
"4611","who came out"
"4612","pure action movies"
"4613","i simply do"
"4614","need to see"
"4615","last time i"
"4616","experience like no"
"4617","practical effects mad"
"4618","gets better with"
"4619","and possibly of"
"4620","well crafted and"
"4621","and story are"
"4622","you can almost"
"4623","why i dont"
"4624","much of what"
"4625","first time in"
"4626","acting was fine"
"4627","a disaster of"
"4628","must have been"
"4629","the movie can"
"4630","the fourth installment"
"4631","to happen to"
"4632","dog shit is"
"4633","fun actionpacked movie"
"4634","happen to movies"
"4635","cant wait to"
"4636","creator of the"
"4637","was such a"
"4638","is way better"
"4639","blockbusters to shame"
"4640","will never be"
"4641","is good but"
"4642","is a beautiful"
"4643","here is the"
"4644","less chase scene"
"4645","the time that"
"4646","story is thin"
"4647","of your life"
"4648","milestone in action"
"4649","hours of your"
"4650","miller decided to"
"4651","max was not"
"4652","a lovely lovely"
"4653","good movie but"
"4654","breathed new life"
"4655","almost an antihero"
"4656","is amazing the"
"4657","not knowing what"
"4658","someone who has"
"4659","and beautifully shot"
"4660","in the car"
"4661","its a really"
"4662","old director george"
"4663","road came out"
"4664","a baby brother"
"4665","george miller hand"
"4666","left the theatre"
"4667","the most boring"
"4668","big fan of"
"4669","world of action"
"4670","lie and say"
"4671","in action movies"
"4672","every shot is"
"4673","since the last"
"4674","simply do not"
"4675","movie of  hand"
"4676","after the last"
"4677","a proper action"
"4678","great action great"
"4679","max this movie"
"4680","fury road delivers"
"4681","this has to"
"4682","langs allegory of"
"4683","mad max for"
"4684","other blockbusters to"
"4685","its got the"
"4686","in both ideas"
"4687","be put into"
"4688","ok movie not"
"4689","example of expressionist"
"4690","fury road came"
"4691","film of  an"
"4692","looks amazing in"
"4693","take all my"
"4694","energy and high"
"4695","road is everything"
"4696","what can i"
"4697","a relentless twohour"
"4698","i cant remember"
"4699","hands down one"
"4700","film is lost"
"4701","it is one"
"4702","is fast and"
"4703","imagery and grandscale"
"4704","wasnt sure what"
"4705","own little world"
"4706","unites the workers"
"4707","freakiness elevates the"
"4708","hours of mindless"
"4709","the year so"
"4710","proper action movie"
"4711","fury road not"
"4712","science fiction at"
"4713","road is like"
"4714","fun its ridiculously"
"4715","images and nightmarish"
"4716","success for cinematic"
"4717","a film what"
"4718","saw this movie"
"4719","miller has crafted"
"4720","yearold george miller"
"4721","fiction at its"
"4722","vigorously back to"
"4723","up for another"
"4724","witness this movie"
"4725","i expected to"
"4726","classic is dropdead"
"4727","was trying not"
"4728","about to come"
"4729","wow what a"
"4730","i was already"
"4731","intense to intense"
"4732","the freakiness elevates"
"4733","elevates the film"
"4734","thirty years after"
"4735","david lean uk"
"4736","year old george"
"4737","simply one of"
"4738","fury road brings"
"4739","years since the"
"4740","theres lots of"
"4741","hours of film"
"4742","the release of"
"4743","i die i"
"4744","frame of this"
"4745","effects mad max"
"4746","is captured by"
"4747","has crafted the"
"4748","few films have"
"4749","seen for some"
"4750","and dont care"
"4751","down one of"
"4752","with a laughably"
"4753","was only  year"
